Date,Open Price
8-Nov-04,2000
9-Nov-04,2030
10-Nov-04,2045
11-Nov-04,2040
12-Nov-04,2040
16-Nov-04,2037
17-Nov-04,2050
18-Nov-04,2070.05
19-Nov-04,2067
22-Nov-04,2049
23-Nov-04,2030
24-Nov-04,2025
25-Nov-04,2030.3
29-Nov-04,2040.2
30-Nov-04,2100.1
1-Dec-04,2150
2-Dec-04,2120
3-Dec-04,2080
6-Dec-04,2040
7-Dec-04,1990
8-Dec-04,2024.4
9-Dec-04,2039
10-Dec-04,2052
13-Dec-04,2060
14-Dec-04,2045
15-Dec-04,2059.7
16-Dec-04,2100
17-Dec-04,2105
20-Dec-04,2109.7
21-Dec-04,2120
22-Dec-04,2050
23-Dec-04,2021
24-Dec-04,2079.7
27-Dec-04,2060
28-Dec-04,2056
29-Dec-04,2070
30-Dec-04,2070
31-Dec-04,2060
3-Jan-05,2119
4-Jan-05,2125
5-Jan-05,2065
6-Jan-05,2041.25
7-Jan-05,2035
10-Jan-05,2060
11-Jan-05,1990
12-Jan-05,2025
13-Jan-05,2050.05
14-Jan-05,1980
17-Jan-05,1982
18-Jan-05,2010
19-Jan-05,1955.15
20-Jan-05,1952
24-Jan-05,1960
25-Jan-05,1909
27-Jan-05,1930
28-Jan-05,1960
31-Jan-05,2061
1-Feb-05,2070
2-Feb-05,2073
3-Feb-05,2070
4-Feb-05,2115
7-Feb-05,2080
8-Feb-05,2060
9-Feb-05,2050
10-Feb-05,2055
11-Feb-05,2070
14-Feb-05,2120
15-Feb-05,2170
16-Feb-05,2184
17-Feb-05,2170
18-Feb-05,2170
21-Feb-05,2162
22-Feb-05,2149
23-Feb-05,2152.7
24-Feb-05,2145
25-Feb-05,2155.35
28-Feb-05,2209
1-Mar-05,2240
2-Mar-05,2182
3-Mar-05,2181
4-Mar-05,2215.25
7-Mar-05,2235
8-Mar-05,2250
9-Mar-05,2250
10-Mar-05,2250
11-Mar-05,2240
14-Mar-05,2210
15-Mar-05,2200
16-Mar-05,2196
17-Mar-05,2195
18-Mar-05,2184.7
21-Mar-05,2209
22-Mar-05,2259
23-Mar-05,2217.5
24-Mar-05,2170
28-Mar-05,2175
29-Mar-05,2188
30-Mar-05,2155.05
31-Mar-05,2224.7
1-Apr-05,2259.9
4-Apr-05,2237
5-Apr-05,2250
6-Apr-05,2225
7-Apr-05,2228
8-Apr-05,2175.5
11-Apr-05,2128
12-Apr-05,1984
13-Apr-05,2140
15-Apr-05,2050
18-Apr-05,1950
19-Apr-05,1934
20-Apr-05,1950
21-Apr-05,1940
22-Apr-05,1980
25-Apr-05,2018
26-Apr-05,1979
27-Apr-05,1915
28-Apr-05,1910
29-Apr-05,1919
2-May-05,1897
3-May-05,1925
4-May-05,1900
5-May-05,1970
6-May-05,2003
9-May-05,2039
10-May-05,2100
11-May-05,1995
12-May-05,2062.7
13-May-05,2050
16-May-05,2040
17-May-05,2084
18-May-05,2060
19-May-05,2065
20-May-05,2114
23-May-05,2148
24-May-05,2162.1
25-May-05,2131
26-May-05,2165.05
27-May-05,2145
30-May-05,2196.1
31-May-05,2215
1-Jun-05,2255
2-Jun-05,2225
3-Jun-05,2209
4-Jun-05,2250
6-Jun-05,2235.3
7-Jun-05,2201
8-Jun-05,2222.7
9-Jun-05,2277.65
10-Jun-05,2250
13-Jun-05,2215.35
14-Jun-05,2240.05
15-Jun-05,2240
16-Jun-05,2250
17-Jun-05,2280
20-Jun-05,2295
21-Jun-05,2350
22-Jun-05,2355.35
23-Jun-05,2395
24-Jun-05,2320
27-Jun-05,2280.1
28-Jun-05,2344
29-Jun-05,2312
30-Jun-05,2342
1-Jul-05,2345
4-Jul-05,2350
5-Jul-05,2390
6-Jul-05,2330
7-Jul-05,2352
8-Jul-05,2348
11-Jul-05,2350
12-Jul-05,2320
13-Jul-05,2225
14-Jul-05,2215
15-Jul-05,2195
18-Jul-05,2196.1
19-Jul-05,2272
20-Jul-05,2264.7
21-Jul-05,2264.7
22-Jul-05,2212
25-Jul-05,2235
26-Jul-05,2230
27-Jul-05,2235
29-Jul-05,2221
1-Aug-05,2202
2-Aug-05,2274.4
3-Aug-05,2310
4-Aug-05,2365
5-Aug-05,2306
8-Aug-05,2292.05
9-Aug-05,2250.25
10-Aug-05,2284
11-Aug-05,2321
12-Aug-05,2310
16-Aug-05,2252.2
17-Aug-05,2248
18-Aug-05,2318
19-Aug-05,2320
22-Aug-05,2320
23-Aug-05,2310
24-Aug-05,2295
25-Aug-05,2270
26-Aug-05,2280
29-Aug-05,2285
30-Aug-05,2309
31-Aug-05,2351.95
1-Sep-05,2402.1
2-Sep-05,2425
5-Sep-05,2386
6-Sep-05,2390
8-Sep-05,2373.7
9-Sep-05,2416
12-Sep-05,2425
13-Sep-05,2434
14-Sep-05,2442.6
15-Sep-05,2448
16-Sep-05,2455
19-Sep-05,2450
20-Sep-05,2454
21-Sep-05,2509
22-Sep-05,2454.8
23-Sep-05,2419
26-Sep-05,2419
27-Sep-05,2486.35
28-Sep-05,2470
29-Sep-05,2475
30-Sep-05,2540
3-Oct-05,2525
4-Oct-05,2559.9
5-Oct-05,2627
6-Oct-05,2620
7-Oct-05,2609.1
10-Oct-05,2625
11-Oct-05,2662
13-Oct-05,2652
14-Oct-05,2634
17-Oct-05,2618
18-Oct-05,2592
19-Oct-05,2515
20-Oct-05,2524
21-Oct-05,2540
24-Oct-05,2560
25-Oct-05,2535
26-Oct-05,2499
27-Oct-05,2515.05
28-Oct-05,2450
31-Oct-05,2404
1-Nov-05,2550.1
2-Nov-05,2550
7-Nov-05,2534
8-Nov-05,2637
9-Nov-05,2665
10-Nov-05,2610
11-Nov-05,2659.9
14-Nov-05,2687
16-Nov-05,2665
17-Nov-05,2740
18-Nov-05,2720
21-Nov-05,2719
22-Nov-05,2690
23-Nov-05,2676
24-Nov-05,2683
25-Nov-05,2725
26-Nov-05,2746
28-Nov-05,2750
29-Nov-05,2750
30-Nov-05,2740
1-Dec-05,2690
2-Dec-05,2785
5-Dec-05,2865
6-Dec-05,2790
7-Dec-05,2800
8-Dec-05,2810
9-Dec-05,2825
12-Dec-05,2883
13-Dec-05,2936
14-Dec-05,2940
15-Dec-05,2865
16-Dec-05,2950
19-Dec-05,2934
20-Dec-05,3010
21-Dec-05,2965
22-Dec-05,2998
23-Dec-05,2990.1
26-Dec-05,2982
27-Dec-05,2955
28-Dec-05,2999
29-Dec-05,2995
30-Dec-05,3010
2-Jan-06,3007
3-Jan-06,2990
4-Jan-06,3011.1
5-Jan-06,3064
6-Jan-06,3050
9-Jan-06,3070
10-Jan-06,3055.25
12-Jan-06,2950
13-Jan-06,2850
16-Jan-06,2830.3
17-Jan-06,2800
18-Jan-06,2770
19-Jan-06,2750
20-Jan-06,2845
23-Jan-06,2802
24-Jan-06,2764
25-Jan-06,2831
27-Jan-06,2855
30-Jan-06,2900
31-Jan-06,2781.55
1-Feb-06,2886
2-Feb-06,2860
3-Feb-06,2828
6-Feb-06,2790
7-Feb-06,2840
8-Feb-06,2840
10-Feb-06,2890
13-Feb-06,2862
14-Feb-06,2864.8
15-Feb-06,2820
16-Feb-06,2780
17-Feb-06,2750
20-Feb-06,2785
21-Feb-06,2830
22-Feb-06,2817
23-Feb-06,2810
24-Feb-06,2794.5
27-Feb-06,2770
28-Feb-06,2858.55
1-Mar-06,2819
2-Mar-06,2910
3-Mar-06,2860
6-Mar-06,2824
7-Mar-06,2860
8-Mar-06,2825
9-Mar-06,2787
10-Mar-06,2860
13-Mar-06,2926
14-Mar-06,2997.4
16-Mar-06,2936
17-Mar-06,2949
20-Mar-06,2875
21-Mar-06,2970
22-Mar-06,2960
23-Mar-06,2920
24-Mar-06,2890.45
27-Mar-06,2910
28-Mar-06,2899.7
29-Mar-06,2980.35
30-Mar-06,3045.1
31-Mar-06,3049
3-Apr-06,3000
4-Apr-06,3182
5-Apr-06,3155
7-Apr-06,3365.05
10-Apr-06,3219
12-Apr-06,3225
13-Apr-06,3096
17-Apr-06,3125
18-Apr-06,3255.35
19-Apr-06,3350
20-Apr-06,3280
21-Apr-06,3290
24-Apr-06,3310
25-Apr-06,3210
26-Apr-06,3160
27-Apr-06,3232
28-Apr-06,3140
29-Apr-06,3152
2-May-06,3189.4
3-May-06,3177
4-May-06,3172
5-May-06,3215
8-May-06,3235
9-May-06,3217
10-May-06,3235
11-May-06,3253
12-May-06,3235
15-May-06,3190
16-May-06,3160
17-May-06,3189.9
18-May-06,3193.1
19-May-06,3120
22-May-06,3024.7
23-May-06,2830
24-May-06,2940
25-May-06,2830
26-May-06,2870
29-May-06,2940
30-May-06,2974
31-May-06,2970
1-Jun-06,2949
2-Jun-06,2850
5-Jun-06,2918
6-Jun-06,2800
7-Jun-06,2754
8-Jun-06,2785.4
9-Jun-06,2683.15
12-Jun-06,2800
13-Jun-06,2747
14-Jun-06,2694.7
15-Jun-06,2560
16-Jun-06,2761
19-Jun-06,2800
20-Jun-06,2858
21-Jun-06,2825
22-Jun-06,2994.7
23-Jun-06,2931.05
25-Jun-06,2995
26-Jun-06,2999
27-Jun-06,2905
28-Jun-06,2931.25
29-Jun-06,2994
30-Jun-06,3084
3-Jul-06,3085
4-Jul-06,3160
5-Jul-06,3180
6-Jul-06,3146.1
7-Jul-06,3190
10-Jul-06,3189
11-Jul-06,3199
12-Jul-06,3300
13-Jul-06,1748
14-Jul-06,1650
17-Jul-06,1641
18-Jul-06,1610.35
19-Jul-06,1661
20-Jul-06,1698.7
21-Jul-06,1634.8
24-Jul-06,1599.7
25-Jul-06,1629
26-Jul-06,1625.1
27-Jul-06,1645
28-Jul-06,1661.1
31-Jul-06,1645
1-Aug-06,1650
2-Aug-06,1657
3-Aug-06,1670.55
4-Aug-06,1675
7-Aug-06,1680
8-Aug-06,1675
9-Aug-06,1682
10-Aug-06,1700
11-Aug-06,1710
14-Aug-06,1752
16-Aug-06,1770
17-Aug-06,1760.05
18-Aug-06,1765
21-Aug-06,1764
22-Aug-06,1801
23-Aug-06,1788.85
24-Aug-06,1760
25-Aug-06,1774
28-Aug-06,1766.7
29-Aug-06,1780
30-Aug-06,1810
31-Aug-06,1808
1-Sep-06,1810
4-Sep-06,1812
5-Sep-06,1870
6-Sep-06,1850
7-Sep-06,1824.7
8-Sep-06,1807
11-Sep-06,1801.15
12-Sep-06,1740
13-Sep-06,1790
14-Sep-06,1815.35
15-Sep-06,1835
18-Sep-06,1825
19-Sep-06,1818
20-Sep-06,1800
21-Sep-06,1840
22-Sep-06,1824
25-Sep-06,1829
26-Sep-06,1835
27-Sep-06,1840.05
28-Sep-06,1840
29-Sep-06,1878
3-Oct-06,1875
4-Oct-06,1832.9
5-Oct-06,1824
6-Oct-06,1865
9-Oct-06,1865
10-Oct-06,1912.8
11-Oct-06,2000
12-Oct-06,2015.5
13-Oct-06,2030
16-Oct-06,2099
17-Oct-06,2109
18-Oct-06,2060.15
19-Oct-06,2070
20-Oct-06,2090
21-Oct-06,2100
23-Oct-06,2100
26-Oct-06,2041.55
27-Oct-06,2055.5
30-Oct-06,2095
31-Oct-06,2135
1-Nov-06,2096
2-Nov-06,2093
3-Nov-06,2089.5
6-Nov-06,2089.9
7-Nov-06,2080.1
8-Nov-06,2120
9-Nov-06,2139.95
10-Nov-06,2145
13-Nov-06,2140
14-Nov-06,2174.9
15-Nov-06,2217.45
16-Nov-06,2217
17-Nov-06,2202
20-Nov-06,2170
21-Nov-06,2265
22-Nov-06,2200
23-Nov-06,2225.55
24-Nov-06,2230
27-Nov-06,2235
28-Nov-06,2202.7
29-Nov-06,2189.9
30-Nov-06,2174.9
1-Dec-06,2189
4-Dec-06,2198
5-Dec-06,2220
6-Dec-06,2240
7-Dec-06,2248.9
8-Dec-06,2225
11-Dec-06,2210
12-Dec-06,2198
13-Dec-06,2166
14-Dec-06,2170
15-Dec-06,2195
18-Dec-06,2238
19-Dec-06,2210.05
20-Dec-06,2165
21-Dec-06,2175
22-Dec-06,2170
26-Dec-06,2165
27-Dec-06,2225
28-Dec-06,2275
29-Dec-06,2252
2-Jan-07,2253
3-Jan-07,2272.65
4-Jan-07,2321.2
5-Jan-07,2286
8-Jan-07,2275.05
9-Jan-07,2216
10-Jan-07,2200
11-Jan-07,2181
12-Jan-07,2200
15-Jan-07,2232.95
16-Jan-07,2245.2
17-Jan-07,2245
18-Jan-07,2206
19-Jan-07,2225
22-Jan-07,2215
23-Jan-07,2248
24-Jan-07,2201
25-Jan-07,2241
29-Jan-07,2235
31-Jan-07,2240
1-Feb-07,2250
2-Feb-07,2275
5-Feb-07,2235
6-Feb-07,2270
7-Feb-07,2255.55
8-Feb-07,2365
9-Feb-07,2374.4
12-Feb-07,2335
13-Feb-07,2351
14-Feb-07,2282.2
15-Feb-07,2324.9
19-Feb-07,2382
20-Feb-07,2375.05
21-Feb-07,2360
22-Feb-07,2308
23-Feb-07,2278
26-Feb-07,2234
27-Feb-07,2230
28-Feb-07,2180
1-Mar-07,2080
2-Mar-07,2173.6
5-Mar-07,2077.9
6-Mar-07,2013
7-Mar-07,2167.4
8-Mar-07,2090
9-Mar-07,2130.35
12-Mar-07,2120
13-Mar-07,2117
14-Mar-07,2075
15-Mar-07,2051
16-Mar-07,2090
19-Mar-07,2070
20-Mar-07,2100
21-Mar-07,2061.6
22-Mar-07,2110
23-Mar-07,2120
26-Mar-07,2105
28-Mar-07,2030
29-Mar-07,1961.9
30-Mar-07,1995
2-Apr-07,2000
3-Apr-07,1925
4-Apr-07,1980
5-Apr-07,1990
9-Apr-07,1960
10-Apr-07,2050
11-Apr-07,2005
12-Apr-07,1989
13-Apr-07,2100
16-Apr-07,2150
17-Apr-07,2110
18-Apr-07,2086.5
19-Apr-07,2050.15
20-Apr-07,2094.8
23-Apr-07,2079.75
24-Apr-07,2025.5
25-Apr-07,2046
26-Apr-07,2035
27-Apr-07,2030
30-Apr-07,2005
3-May-07,2057
4-May-07,2080.3
7-May-07,2072
8-May-07,2030
9-May-07,2002
10-May-07,2009
11-May-07,1970
14-May-07,2018
15-May-07,1999
16-May-07,1973
17-May-07,1960
18-May-07,1979
21-May-07,1986.05
22-May-07,1950.1
23-May-07,1950
24-May-07,1925
25-May-07,1950
28-May-07,1955.65
29-May-07,1975
30-May-07,1945
31-May-07,1920
1-Jun-07,1933
4-Jun-07,1950
5-Jun-07,1920
6-Jun-07,1974
7-Jun-07,1846.85
8-Jun-07,1949.9
11-Jun-07,1974
12-Jun-07,1962
13-Jun-07,1715
14-Jun-07,1995
15-Jun-07,2030
18-Jun-07,2025
19-Jun-07,1990
20-Jun-07,1966
21-Jun-07,1954
22-Jun-07,1964.7
25-Jun-07,1950.8
26-Jun-07,1930
27-Jun-07,1931
28-Jun-07,1940
29-Jun-07,1950
2-Jul-07,1944
3-Jul-07,1950
4-Jul-07,1961
5-Jul-07,1931.15
6-Jul-07,1846.7
9-Jul-07,1989
10-Jul-07,1995
11-Jul-07,2000
12-Jul-07,1950
13-Jul-07,1932.15
16-Jul-07,1945
17-Jul-07,1940
18-Jul-07,1941.1
19-Jul-07,1948
20-Jul-07,2000
23-Jul-07,1974.1
24-Jul-07,1947.8
25-Jul-07,1976
26-Jul-07,1998
27-Jul-07,2001
30-Jul-07,2007.85
31-Jul-07,1990
1-Aug-07,1971
2-Aug-07,1950
3-Aug-07,1910
6-Aug-07,1939.8
7-Aug-07,1875
8-Aug-07,1890
9-Aug-07,1990
10-Aug-07,1855.1
13-Aug-07,1970
14-Aug-07,1950
16-Aug-07,1870
17-Aug-07,1918.95
20-Aug-07,1915
21-Aug-07,1831
22-Aug-07,1765
23-Aug-07,1849
24-Aug-07,1781.15
27-Aug-07,1839
28-Aug-07,1830
29-Aug-07,1841
30-Aug-07,1850
31-Aug-07,1885
3-Sep-07,1865
4-Sep-07,1922.7
5-Sep-07,1884
6-Sep-07,1876
7-Sep-07,1911
10-Sep-07,1892.5
11-Sep-07,1886
12-Sep-07,1825
13-Sep-07,1825
14-Sep-07,1840
17-Sep-07,1854
18-Sep-07,1800
19-Sep-07,1840
20-Sep-07,1840
21-Sep-07,1850
24-Sep-07,1828
25-Sep-07,1785
26-Sep-07,1780
27-Sep-07,1872.1
28-Sep-07,1925
1-Oct-07,1895
3-Oct-07,1920
4-Oct-07,2010
5-Oct-07,2000
8-Oct-07,2000
9-Oct-07,1985
10-Oct-07,2094.65
11-Oct-07,2100
12-Oct-07,1965
15-Oct-07,1967.8
16-Oct-07,1861.3
17-Oct-07,1800
18-Oct-07,1900
19-Oct-07,1900
22-Oct-07,1858
23-Oct-07,1900
24-Oct-07,1901
25-Oct-07,1851
26-Oct-07,1835
29-Oct-07,1900
30-Oct-07,1870
31-Oct-07,1869.5
1-Nov-07,1871.65
2-Nov-07,1850
5-Nov-07,1900
6-Nov-07,1850
7-Nov-07,1851.35
8-Nov-07,1718.7
9-Nov-07,1749
12-Nov-07,1675
13-Nov-07,1625
14-Nov-07,1680
15-Nov-07,1700
16-Nov-07,1647.3
19-Nov-07,1650
20-Nov-07,1619.95
21-Nov-07,1545
22-Nov-07,1545
23-Nov-07,1535
26-Nov-07,1574
27-Nov-07,1575.95
28-Nov-07,1590
29-Nov-07,1594.7
30-Nov-07,1585
3-Dec-07,1602.5
4-Dec-07,1598.5
5-Dec-07,1619.7
6-Dec-07,1611.3
7-Dec-07,1650
10-Dec-07,1739.5
11-Dec-07,1748.7
12-Dec-07,1710
13-Dec-07,1694
14-Dec-07,1652
17-Dec-07,1650
18-Dec-07,1533.65
19-Dec-07,1634.6
20-Dec-07,1647
24-Dec-07,1718.4
26-Dec-07,1820
27-Dec-07,1824
28-Dec-07,1770
31-Dec-07,1801
1-Jan-08,1766.6
2-Jan-08,1750
3-Jan-08,1797
4-Jan-08,1747.4
7-Jan-08,1670
8-Jan-08,1655
9-Jan-08,1655
10-Jan-08,1687.4
11-Jan-08,1700
14-Jan-08,1599
15-Jan-08,1544
16-Jan-08,1500
17-Jan-08,1500
18-Jan-08,1493
21-Jan-08,1459.9
22-Jan-08,1340
23-Jan-08,1449
24-Jan-08,1449
25-Jan-08,1430
28-Jan-08,1474
29-Jan-08,1450
30-Jan-08,1511
31-Jan-08,1496
1-Feb-08,1506
4-Feb-08,1634.5
5-Feb-08,1637
6-Feb-08,1505
7-Feb-08,1545.7
8-Feb-08,1480
11-Feb-08,1550
12-Feb-08,1560
13-Feb-08,1570
14-Feb-08,1525.5
15-Feb-08,1540
18-Feb-08,1570
19-Feb-08,1560
20-Feb-08,1571
21-Feb-08,1599.9
22-Feb-08,1612
25-Feb-08,1598.8
26-Feb-08,1619
27-Feb-08,1665
28-Feb-08,1609
29-Feb-08,1570
3-Mar-08,1541
4-Mar-08,1524.1
5-Mar-08,1425
7-Mar-08,1450
10-Mar-08,1414
11-Mar-08,1439
12-Mar-08,1474
13-Mar-08,1380
14-Mar-08,1335
17-Mar-08,1348
18-Mar-08,1340
19-Mar-08,1349.95
24-Mar-08,1357.25
25-Mar-08,1401.65
26-Mar-08,1505
27-Mar-08,1490.05
28-Mar-08,1432
31-Mar-08,1482
1-Apr-08,1445.1
2-Apr-08,1475
3-Apr-08,1470.1
4-Apr-08,1471
7-Apr-08,1499
8-Apr-08,1492
9-Apr-08,1466.95
10-Apr-08,1465
11-Apr-08,1470
15-Apr-08,1440
16-Apr-08,1525
17-Apr-08,1629.95
21-Apr-08,1679
22-Apr-08,1630
23-Apr-08,1600
24-Apr-08,1650
25-Apr-08,1699.95
28-Apr-08,1690
29-Apr-08,1650
30-Apr-08,1760
2-May-08,1775
5-May-08,1787
6-May-08,1765.6
7-May-08,1836.9
8-May-08,1805
9-May-08,1781
12-May-08,1769.4
13-May-08,1785
14-May-08,1740
15-May-08,1824
16-May-08,1897
20-May-08,1865
21-May-08,1874
22-May-08,1860
23-May-08,1863.65
26-May-08,1810
27-May-08,1890
28-May-08,1883
29-May-08,1905
30-May-08,1890
2-Jun-08,1980
3-Jun-08,1925
4-Jun-08,1920
5-Jun-08,1887.7
6-Jun-08,2000
9-Jun-08,1941.05
10-Jun-08,1890
11-Jun-08,1885
12-Jun-08,1836.1
13-Jun-08,1891
16-Jun-08,1895.9
17-Jun-08,1950
18-Jun-08,1918
19-Jun-08,1854
20-Jun-08,1865
23-Jun-08,1815.6
24-Jun-08,1845.8
25-Jun-08,1790
26-Jun-08,1740.1
27-Jun-08,1740.15
30-Jun-08,1715
1-Jul-08,1744
2-Jul-08,1725
3-Jul-08,1801.25
4-Jul-08,1748
7-Jul-08,1780
8-Jul-08,1777
9-Jul-08,1756
10-Jul-08,1885
11-Jul-08,1845
14-Jul-08,1660.25
15-Jul-08,1535
16-Jul-08,1561.2
17-Jul-08,1580
18-Jul-08,1585
21-Jul-08,1534
22-Jul-08,1558.9
23-Jul-08,1600
24-Jul-08,1621
25-Jul-08,1525
28-Jul-08,1553.3
29-Jul-08,1529.8
30-Jul-08,1560.1
31-Jul-08,1608
1-Aug-08,1560
4-Aug-08,1638
5-Aug-08,1658.85
6-Aug-08,1703
7-Aug-08,1703
8-Aug-08,1665.35
11-Aug-08,1695
12-Aug-08,1655.05
13-Aug-08,1599.4
14-Aug-08,1640
18-Aug-08,1701
19-Aug-08,1711
20-Aug-08,1680.25
21-Aug-08,1700
22-Aug-08,1659.9
25-Aug-08,1740
26-Aug-08,1720.1
27-Aug-08,1702
28-Aug-08,1713
29-Aug-08,1709
1-Sep-08,1750
2-Sep-08,1749
4-Sep-08,1761.1
5-Sep-08,1779.95
8-Sep-08,1753
9-Sep-08,1747.85
10-Sep-08,1739.25
11-Sep-08,1748.25
12-Sep-08,1753
15-Sep-08,1640
16-Sep-08,1530.05
17-Sep-08,1580
18-Sep-08,1510.1
19-Sep-08,1575
22-Sep-08,1645
23-Sep-08,1600
24-Sep-08,1550
25-Sep-08,1530.05
26-Sep-08,1502
29-Sep-08,1445.1
30-Sep-08,1370
1-Oct-08,1425
3-Oct-08,1433
6-Oct-08,1360
7-Oct-08,1336.15
8-Oct-08,1300
10-Oct-08,1200
13-Oct-08,1250
14-Oct-08,1385
15-Oct-08,1380
16-Oct-08,1300
17-Oct-08,1275.05
20-Oct-08,1240
21-Oct-08,1320
22-Oct-08,1322
23-Oct-08,1279
24-Oct-08,1249.3
27-Oct-08,1230
28-Oct-08,1270
29-Oct-08,1325.35
31-Oct-08,1334.95
3-Nov-08,1401.1
4-Nov-08,1350
5-Nov-08,1349
6-Nov-08,1295
7-Nov-08,1235
10-Nov-08,1285
11-Nov-08,1338.5
12-Nov-08,1215
14-Nov-08,1281
17-Nov-08,1215
18-Nov-08,1220
19-Nov-08,1182
20-Nov-08,1158.5
21-Nov-08,1120
24-Nov-08,1135
25-Nov-08,1185.05
26-Nov-08,1179
28-Nov-08,1170.15
1-Dec-08,1250
2-Dec-08,1224
3-Dec-08,1204
4-Dec-08,1160
5-Dec-08,1192
8-Dec-08,1155.2
10-Dec-08,1184.9
11-Dec-08,1176.85
12-Dec-08,1120
15-Dec-08,1120
16-Dec-08,1103
17-Dec-08,1139.65
18-Dec-08,1145
19-Dec-08,1181.1
22-Dec-08,1200
23-Dec-08,1175.8
24-Dec-08,1180
26-Dec-08,1157.05
29-Dec-08,1110.05
30-Dec-08,1122
31-Dec-08,1135
1-Jan-09,1116
2-Jan-09,1165
5-Jan-09,1140
6-Jan-09,1180
7-Jan-09,1171.15
9-Jan-09,1186.1
12-Jan-09,1151.65
13-Jan-09,1179.95
14-Jan-09,1225.5
15-Jan-09,1260
16-Jan-09,1258
19-Jan-09,1267
20-Jan-09,1240
21-Jan-09,1231
22-Jan-09,1235
23-Jan-09,1210
27-Jan-09,1219
28-Jan-09,1263
29-Jan-09,1290
30-Jan-09,1301
2-Feb-09,1292
3-Feb-09,1286
4-Feb-09,1285
5-Feb-09,1286
6-Feb-09,1258.9
9-Feb-09,1268
10-Feb-09,1314.5
11-Feb-09,1290
12-Feb-09,1295
13-Feb-09,1269.95
16-Feb-09,1259.95
17-Feb-09,1208
18-Feb-09,1178.5
19-Feb-09,1175
20-Feb-09,1190
24-Feb-09,1155
25-Feb-09,1192
26-Feb-09,1204
27-Feb-09,1227.7
2-Mar-09,1218
3-Mar-09,1206
4-Mar-09,1201
5-Mar-09,1205
6-Mar-09,1182
9-Mar-09,1205.1
12-Mar-09,1212.1
13-Mar-09,1249.4
16-Mar-09,1303
17-Mar-09,1284
18-Mar-09,1265
19-Mar-09,1285
20-Mar-09,1323.4
23-Mar-09,1300.2
24-Mar-09,1345
25-Mar-09,1312.25
26-Mar-09,1345
27-Mar-09,1375
30-Mar-09,1320
31-Mar-09,1310
1-Apr-09,1331.15
2-Apr-09,1396
6-Apr-09,1443.25
8-Apr-09,1390.05
9-Apr-09,1435
13-Apr-09,1435
15-Apr-09,1348
16-Apr-09,1372
17-Apr-09,1350
20-Apr-09,1385.05
21-Apr-09,1379
22-Apr-09,1362
23-Apr-09,1371.15
24-Apr-09,1441.1
27-Apr-09,1447.9
28-Apr-09,1430
29-Apr-09,1440
4-May-09,1520.1
5-May-09,1615.55
6-May-09,1575.5
7-May-09,1570
8-May-09,1549
11-May-09,1520
12-May-09,1505
13-May-09,1600.25
14-May-09,1540
15-May-09,1571
18-May-09,1705
19-May-09,1711.25
20-May-09,1558
21-May-09,1521
22-May-09,1490
25-May-09,1530
26-May-09,1524.1
27-May-09,1562
28-May-09,1517.55
29-May-09,1588.75
1-Jun-09,1615.35
2-Jun-09,1699.85
3-Jun-09,1688.25
4-Jun-09,1634.8
5-Jun-09,1652
8-Jun-09,1698
9-Jun-09,1730
10-Jun-09,1790
11-Jun-09,1844.4
12-Jun-09,1761
15-Jun-09,1724.9
16-Jun-09,1708
17-Jun-09,1698
18-Jun-09,1692
19-Jun-09,1728
22-Jun-09,1780.2
23-Jun-09,1741.25
24-Jun-09,1750.35
25-Jun-09,1764.5
26-Jun-09,1785
29-Jun-09,1859.9
30-Jun-09,1795
1-Jul-09,1770.55
2-Jul-09,1791.15
3-Jul-09,1785.2
6-Jul-09,1810
7-Jul-09,1797
8-Jul-09,1729
9-Jul-09,1710
10-Jul-09,1700
13-Jul-09,1712.8
14-Jul-09,1769.9
15-Jul-09,1801.65
16-Jul-09,1800
17-Jul-09,1802.25
20-Jul-09,1870.1
21-Jul-09,1964.9
22-Jul-09,1943.15
23-Jul-09,1920
24-Jul-09,1960.1
27-Jul-09,2000
28-Jul-09,2015
29-Jul-09,1960.3
30-Jul-09,1986.25
31-Jul-09,2031.9
3-Aug-09,2064
4-Aug-09,2080
5-Aug-09,2059.7
6-Aug-09,2100
7-Aug-09,2058
10-Aug-09,2050
11-Aug-09,2079
12-Aug-09,2068
13-Aug-09,2051.15
14-Aug-09,2065
17-Aug-09,2025.05
18-Aug-09,1970
19-Aug-09,1985
20-Aug-09,1971
21-Aug-09,1995
24-Aug-09,2059.9
25-Aug-09,2051.25
26-Aug-09,2105
27-Aug-09,2179.7
28-Aug-09,2181
31-Aug-09,2165.6
1-Sep-09,2139.95
2-Sep-09,2140
3-Sep-09,2171
4-Sep-09,2179.95
7-Sep-09,2215
8-Sep-09,2228.1
9-Sep-09,2205.1
10-Sep-09,2214
11-Sep-09,2207.85
14-Sep-09,2227.85
15-Sep-09,2245.9
16-Sep-09,2279.85
17-Sep-09,2330
18-Sep-09,2351.6
22-Sep-09,2359.25
23-Sep-09,2400
24-Sep-09,2340
25-Sep-09,2289.9
29-Sep-09,2279.15
30-Sep-09,2264
1-Oct-09,2330
5-Oct-09,2315
6-Oct-09,2339.9
7-Oct-09,2315.05
8-Oct-09,2262
9-Oct-09,2230
12-Oct-09,2190
14-Oct-09,2288
15-Oct-09,2265
16-Oct-09,2218
17-Oct-09,2205
20-Oct-09,2199
21-Oct-09,2204.8
22-Oct-09,2200
23-Oct-09,2230
26-Oct-09,2265.4
