"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFOSYSTCH","EQ","24-Aug-2000","       8045.85","       8000.00","       8275.00","       7961.00","       8210.00","       8211.05","       8158.00","     575476","          4694734511.45","-","-","-"
"INFOSYSTCH","EQ","25-Aug-2000","       8211.05","       8275.00","       8319.90","       8100.00","       8101.00","       8155.85","       8232.18","     558580","          4598332753.40","-","-","-"
"INFOSYSTCH","EQ","28-Aug-2000","       8155.85","       8140.00","       8200.00","       7775.00","       7795.00","       7797.90","       7938.08","     404320","          3209525415.65","-","-","-"
"INFOSYSTCH","EQ","29-Aug-2000","       7797.90","       7750.05","       7910.00","       7671.00","       7815.00","       7841.45","       7812.52","     497783","          3888939999.70","-","-","-"
"INFOSYSTCH","EQ","30-Aug-2000","       7841.45","       7801.00","       7970.00","       7800.00","       7842.00","       7852.20","       7882.77","     389141","          3067509050.00","-","-","-"
"INFOSYSTCH","EQ","31-Aug-2000","       7852.20","       7825.00","       8470.00","       7810.55","       8365.00","       8326.80","       8241.56","    1454238","         11985195536.40","-","-","-"
"INFOSYSTCH","EQ","04-Sep-2000","       8326.80","       8400.00","       8700.00","       8400.00","       8570.00","       8609.40","       8608.35","     683066","          5880070994.90","-","-","-"
"INFOSYSTCH","EQ","05-Sep-2000","       8609.40","       8620.00","       8649.00","       8475.00","       8510.00","       8532.10","       8533.15","     398037","          3396509512.95","-","-","-"
"INFOSYSTCH","EQ","06-Sep-2000","       8532.10","       8412.00","       8469.00","       8270.05","       8365.00","       8360.50","       8386.61","     417458","          3501055918.65","-","-","-"
"INFOSYSTCH","EQ","07-Sep-2000","       8360.50","       8285.00","       8448.00","       8221.10","       8355.00","       8358.10","       8350.67","     506328","          4228176426.30","-","-","-"
"INFOSYSTCH","EQ","08-Sep-2000","       8358.10","       8390.00","       8639.00","       8390.00","       8590.00","       8582.70","       8562.20","     805864","          6899966864.40","-","-","-"
"INFOSYSTCH","EQ","11-Sep-2000","       8582.70","       8600.00","       8825.00","       8490.00","       8660.00","       8681.75","       8727.97","     836587","          7301702653.05","-","-","-"
"INFOSYSTCH","EQ","12-Sep-2000","       8681.75","       8700.00","       8914.00","       8570.10","       8818.00","       8841.40","       8741.81","     882718","          7716551234.60","-","-","-"
"INFOSYSTCH","EQ","13-Sep-2000","       8841.40","       8808.00","       8949.00","       8675.00","       8698.00","       8716.10","       8821.31","     890364","          7854180412.70","-","-","-"
"INFOSYSTCH","EQ","14-Sep-2000","       8716.10","       8725.00","       8835.00","       8361.00","       8600.00","       8591.55","       8626.53","    1299136","         11207029421.85","-","-","-"
"INFOSYSTCH","EQ","15-Sep-2000","       8591.55","       8511.00","       8624.00","       8450.00","       8525.00","       8497.80","       8527.84","     844157","          7198833743.35","-","-","-"
"INFOSYSTCH","EQ","18-Sep-2000","       8497.80","       8452.00","       8452.00","       7965.00","       7990.00","       8006.65","       8191.24","     843289","          6907582602.30","-","-","-"
"INFOSYSTCH","EQ","19-Sep-2000","       8006.65","       7905.00","       7945.00","       7410.00","       7675.00","       7641.75","       7695.77","     816656","          6284799608.45","-","-","-"
"INFOSYSTCH","EQ","20-Sep-2000","       7641.75","       7850.00","       7975.00","       7575.00","       7805.10","       7796.40","       7774.24","     358909","          2790246102.15","-","-","-"
"INFOSYSTCH","EQ","21-Sep-2000","       7796.40","       7747.00","       7761.00","       7550.00","       7558.00","       7579.75","       7660.77","     329401","          2523464536.45","-","-","-"
"INFOSYSTCH","EQ","22-Sep-2000","       7579.75","       7526.00","       7526.00","       6975.00","       7060.00","       7041.20","       7206.00","     803377","          5789137535.00","-","-","-"
"INFOSYSTCH","EQ","25-Sep-2000","       7041.20","       7329.00","       7604.50","       7300.00","       7604.50","       7541.15","       7430.99","     570198","          4237135183.00","-","-","-"
"INFOSYSTCH","EQ","26-Sep-2000","       7541.15","       7650.00","       7650.00","       7192.10","       7290.00","       7247.80","       7307.07","     526609","          3847970032.75","-","-","-"
"INFOSYSTCH","EQ","27-Sep-2000","       7247.80","       7200.00","       7520.00","       7026.00","       7461.00","       7461.15","       7364.78","     666324","          4907332549.40","-","-","-"
"INFOSYSTCH","EQ","28-Sep-2000","       7461.15","       7441.00","       7595.00","       7251.60","       7375.00","       7376.80","       7407.83","     527986","          3911228521.15","-","-","-"
"INFOSYSTCH","EQ","29-Sep-2000","       7376.80","       7413.00","       7510.00","       7326.00","       7360.00","       7361.25","       7397.99","     457021","          3381038636.70","-","-","-"
"INFOSYSTCH","EQ","03-Oct-2000","       7361.25","       7325.00","       7610.00","       7150.00","       7575.00","       7470.60","       7371.80","     650930","          4798524134.35","-","-","-"
"INFOSYSTCH","EQ","04-Oct-2000","       7470.60","       7300.00","       7692.00","       7300.00","       7615.50","       7651.70","       7561.91","     702495","          5312206404.75","-","-","-"
"INFOSYSTCH","EQ","05-Oct-2000","       7651.70","       7585.00","       7725.00","       7484.00","       7495.00","       7517.05","       7611.62","     646560","          4921366875.55","-","-","-"
"INFOSYSTCH","EQ","06-Oct-2000","       7517.05","       7480.00","       7574.80","       7241.20","       7555.00","       7534.15","       7411.04","    1035061","          7670879323.45","-","-","-"
"INFOSYSTCH","EQ","09-Oct-2000","       7534.15","       7500.00","       7511.10","       7351.00","       7384.00","       7393.95","       7423.05","     512762","          3806255567.00","-","-","-"
"INFOSYSTCH","EQ","10-Oct-2000","       7393.95","       7449.00","       7539.00","       7235.00","       7258.00","       7340.85","       7349.77","     961657","          7067962215.15","-","-","-"
"INFOSYSTCH","EQ","11-Oct-2000","       7340.85","       7100.00","       7149.00","       6785.00","       6805.50","       6814.45","       6931.75","    1011487","          7011376211.85","-","-","-"
"INFOSYSTCH","EQ","12-Oct-2000","       6814.45","       6790.00","       6849.90","       6556.00","       6785.00","       6794.10","       6691.90","    1089314","          7289584474.45","-","-","-"
"INFOSYSTCH","EQ","13-Oct-2000","       6794.10","       6720.00","       6720.00","       6480.05","       6785.00","       6516.95","       6568.97","     995508","          6539458972.10","-","-","-"
"INFOSYSTCH","EQ","16-Oct-2000","       6516.95","       6559.00","       7038.30","       6470.00","       6520.00","       6521.35","       6773.52","     968899","          6562860373.70","-","-","-"
"INFOSYSTCH","EQ","17-Oct-2000","       6521.35","       6477.00","       6577.00","       6285.00","       6415.00","       6464.25","       6431.10","     992791","          6384735366.00","-","-","-"
"INFOSYSTCH","EQ","18-Oct-2000","       6464.25","       6359.95","       6387.85","       6120.05","       6243.00","       6230.05","       6264.03","     843440","          5283333310.90","-","-","-"
"INFOSYSTCH","EQ","19-Oct-2000","       6230.05","       6206.00","       6728.00","       6120.00","       6675.00","       6667.35","       6421.49","    1043077","          6698108537.90","-","-","-"
"INFOSYSTCH","EQ","20-Oct-2000","       6667.35","       6800.00","       7189.80","       6800.00","       7090.00","       7123.85","       7022.73","    1238632","          8698581151.90","-","-","-"
"INFOSYSTCH","EQ","23-Oct-2000","       7123.85","       7114.80","       7140.00","       6805.30","       6900.00","       6870.30","       6925.70","     801764","          5552778497.15","-","-","-"
"INFOSYSTCH","EQ","24-Oct-2000","       6870.30","       6832.00","       7088.65","       6720.00","       7057.90","       7020.25","       6896.88","     743771","          5129698236.10","-","-","-"
"INFOSYSTCH","EQ","25-Oct-2000","       7020.25","       7249.00","       7290.00","       7150.00","       7186.00","       7183.00","       7209.25","     717507","          5172685625.80","-","-","-"
"INFOSYSTCH","EQ","26-Oct-2000","       7183.00","       7140.00","       7199.90","       7058.00","       7154.85","       7142.00","       7140.94","     151271","          1080216718.90","-","-","-"
"INFOSYSTCH","EQ","27-Oct-2000","       7142.00","       7169.00","       7249.00","       7133.00","       7210.00","       7200.95","       7197.80","     321055","          2310890882.20","-","-","-"
"INFOSYSTCH","EQ","30-Oct-2000","       7200.95","       7239.00","       7247.00","       7066.00","       7128.00","       7111.55","       7137.99","     322876","          2304685787.60","-","-","-"
"INFOSYSTCH","EQ","31-Oct-2000","       7111.55","       7101.10","       7174.00","       6976.00","       7160.00","       7132.95","       7060.57","     439410","          3102486663.65","-","-","-"
"INFOSYSTCH","EQ","01-Nov-2000","       7132.95","       7349.90","       7368.00","       7259.90","       7285.00","       7302.90","       7308.85","     441737","          3228591064.80","-","-","-"
"INFOSYSTCH","EQ","02-Nov-2000","       7302.90","       7320.00","       7448.00","       7320.00","       7395.00","       7407.40","       7387.43","     530975","          3922541105.65","-","-","-"
"INFOSYSTCH","EQ","03-Nov-2000","       7407.40","       7430.00","       7609.00","       7380.00","       7570.00","       7570.00","       7520.77","     663590","          4990709715.90","-","-","-"
"INFOSYSTCH","EQ","06-Nov-2000","       7570.00","       7569.00","       7655.00","       7510.00","       7589.00","       7599.70","       7587.31","     566501","          4298217222.50","-","-","-"
"INFOSYSTCH","EQ","07-Nov-2000","       7599.70","       7551.00","       7737.65","       7505.55","       7734.00","       7710.95","       7642.86","     556586","          4253908632.15","-","-","-"
"INFOSYSTCH","EQ","08-Nov-2000","       7710.95","       7700.00","       8014.00","       7676.00","       7997.80","       7951.50","       7876.96","     804881","          6340017300.45","-","-","-"
"INFOSYSTCH","EQ","09-Nov-2000","       7951.50","       7921.00","       8035.90","       7876.00","       7929.80","       7923.60","       7950.58","     544862","          4331968063.80","-","-","-"
"INFOSYSTCH","EQ","10-Nov-2000","       7923.60","       7910.05","       7939.00","       7715.00","       7752.00","       7738.10","       7800.55","     496458","          3872646761.40","-","-","-"
"INFOSYSTCH","EQ","13-Nov-2000","       7738.10","       7730.00","       7730.00","       7315.05","       7377.00","       7360.90","       7405.77","     657798","          4871500172.45","-","-","-"
"INFOSYSTCH","EQ","14-Nov-2000","       7360.90","       7327.00","       7688.00","       7326.00","       7632.00","       7648.85","       7524.26","     529424","          3983521397.95","-","-","-"
"INFOSYSTCH","EQ","15-Nov-2000","       7648.85","       7785.00","       7850.00","       7574.00","       7595.00","       7607.65","       7723.54","     513953","          3969535173.90","-","-","-"
"INFOSYSTCH","EQ","16-Nov-2000","       7607.65","       7601.00","       7695.00","       7521.00","       7544.00","       7547.00","       7614.25","     371262","          2826883195.80","-","-","-"
"INFOSYSTCH","EQ","17-Nov-2000","       7547.00","       7511.00","       7669.00","       7382.00","       7638.00","       7636.45","       7518.94","     511733","          3847690493.55","-","-","-"
"INFOSYSTCH","EQ","20-Nov-2000","       7636.45","       7680.00","       7719.00","       7604.00","       7668.00","       7656.10","       7665.15","     331135","          2538200113.30","-","-","-"
"INFOSYSTCH","EQ","21-Nov-2000","       7656.10","       7630.00","       7669.90","       7550.10","       7656.00","       7632.90","       7619.55","     416202","          3171273019.15","-","-","-"
"INFOSYSTCH","EQ","22-Nov-2000","       7632.90","       7751.00","       7777.00","       7415.00","       7425.00","       7451.75","       7550.74","     773454","          5840150362.20","-","-","-"
"INFOSYSTCH","EQ","23-Nov-2000","       7451.75","       7406.00","       7485.00","       7317.00","       7450.00","       7437.05","       7411.57","     371938","          2756643288.95","-","-","-"
"INFOSYSTCH","EQ","24-Nov-2000","       7437.05","       7459.00","       7507.00","       7411.00","       7468.90","       7458.30","       7464.41","     377925","          2820985434.70","-","-","-"
"INFOSYSTCH","EQ","27-Nov-2000","       7458.30","       7498.00","       7589.90","       7475.30","       7571.10","       7572.85","       7528.31","     509391","          3834852297.40","-","-","-"
"INFOSYSTCH","EQ","28-Nov-2000","       7572.85","       7560.00","       7560.00","       7420.00","       7435.00","       7455.95","       7475.88","     432874","          3236113177.25","-","-","-"
"INFOSYSTCH","EQ","29-Nov-2000","       7455.95","       7368.65","       7429.00","       7281.00","       7400.00","       7381.90","       7350.99","     504769","          3710551100.10","-","-","-"
"INFOSYSTCH","EQ","30-Nov-2000","       7381.90","       7390.00","       7398.70","       7160.00","       7176.00","       7184.15","       7231.07","     713873","          5162065967.00","-","-","-"
"INFOSYSTCH","EQ","01-Dec-2000","       7184.15","       7150.00","       7334.85","       7051.00","       7300.00","       7288.30","       7221.44","     846601","          6113676783.35","-","-","-"
"INFOSYSTCH","EQ","04-Dec-2000","       7288.30","       7310.00","       7319.00","       7160.00","       7187.00","       7182.35","       7229.37","     465097","          3362359201.85","-","-","-"
"INFOSYSTCH","EQ","05-Dec-2000","       7182.35","       7185.00","       7238.00","       7081.30","       7165.00","       7181.50","       7172.95","     678963","          4870165066.00","-","-","-"
"INFOSYSTCH","EQ","06-Dec-2000","       7181.50","       7600.00","       7600.00","       7281.00","       7301.00","       7304.60","       7380.13","     649529","          4793607785.95","-","-","-"
"INFOSYSTCH","EQ","07-Dec-2000","       7304.60","       7260.00","       7334.00","       7230.05","       7289.30","       7286.75","       7276.81","     370421","          2695484401.20","-","-","-"
"INFOSYSTCH","EQ","08-Dec-2000","       7286.75","       7261.30","       7418.70","       7261.30","       7376.00","       7391.75","       7347.27","     611058","          4489609751.10","-","-","-"
"INFOSYSTCH","EQ","11-Dec-2000","       7391.75","       7395.00","       7496.00","       7362.00","       7434.00","       7469.75","       7434.28","     611387","          4545223859.25","-","-","-"
"INFOSYSTCH","EQ","12-Dec-2000","       7469.75","       7480.00","       7580.00","       7415.00","       7429.90","       7453.50","       7506.39","     545656","          4095904684.25","-","-","-"
"INFOSYSTCH","EQ","13-Dec-2000","       7453.50","       7498.90","       8041.90","       7469.90","       7641.00","       7622.70","       7613.44","     813975","          6197150802.45","-","-","-"
"INFOSYSTCH","EQ","14-Dec-2000","       7622.70","       7625.00","       7635.20","       7500.05","       7537.00","       7530.40","       7561.44","     433547","          3278237529.65","-","-","-"
"INFOSYSTCH","EQ","15-Dec-2000","       7530.40","       7535.00","       7535.00","       7172.70","       7194.00","       7202.40","       7317.51","     788971","          5773304100.75","-","-","-"
"INFOSYSTCH","EQ","18-Dec-2000","       7202.40","       7106.35","       7138.00","       6938.00","       7110.00","       7094.10","       7045.20","     661784","          4662398448.90","-","-","-"
"INFOSYSTCH","EQ","19-Dec-2000","       7094.10","       7090.00","       7090.00","       6861.50","       6891.00","       6889.35","       6937.14","     727493","          5046723756.85","-","-","-"
"INFOSYSTCH","EQ","20-Dec-2000","       6889.35","       6795.00","       6795.00","       6565.00","       6638.00","       6641.15","       6656.14","     945081","          6290594019.90","-","-","-"
"INFOSYSTCH","EQ","21-Dec-2000","       6641.15","       6602.00","       6602.00","       6235.00","       6290.00","       6276.30","       6337.83","     905484","          5738800606.50","-","-","-"
"INFOSYSTCH","EQ","22-Dec-2000","       6276.30","       6294.80","       6294.80","       5780.05","       5799.00","       5812.05","       6004.69","    1378018","          8274566983.80","-","-","-"
"INFOSYSTCH","EQ","26-Dec-2000","       5812.05","       5775.00","       5875.00","       5480.00","       5525.00","       5520.05","       5590.20","    1362192","          7614920662.80","-","-","-"
"INFOSYSTCH","EQ","27-Dec-2000","       5520.05","       5536.00","       5765.00","       5422.00","       5509.00","       5488.25","       5589.24","    1458297","          8150769624.90","-","-","-"
"INFOSYSTCH","EQ","28-Dec-2000","       5488.25","       5530.00","       5680.00","       5491.50","       5560.00","       5547.40","       5586.53","    1069579","          5975232355.85","-","-","-"
"INFOSYSTCH","EQ","29-Dec-2000","       5547.40","       5520.00","       5750.00","       5432.25","       5730.00","       5694.10","       5609.85","    1395777","          7830096643.90","-","-","-"
